Date,SGOV,SHV,SHY,BIL,IEI,IEF,VGIT,TLT,TLH,EDV,AGG,BND
2020-07-08,86.13178253173828,95.52201843261719,76.79631042480469,79.01779174804688,119.69233703613281,107.17142486572266,61.117488861083984,140.8541259765625,141.06752014160156,135.61973571777344,101.69400024414062,75.50818634033203
2020-07-09,86.14038848876953,95.5306625366211,76.81407165527344,79.01779174804688,119.80884552001953,107.51473999023438,61.19548797607422,143.09681701660156,142.50665283203125,138.57650756835938,101.96043395996094,75.71318054199219
2020-07-10,86.14385223388672,95.5306625366211,76.7874526977539,79.02641296386719,119.71025085449219,107.30345153808594,61.12614059448242,142.3778839111328,141.95957946777344,137.9330596923828,101.84010314941406,75.62776947021484
2020-07-13,86.14038848876953,95.53927612304688,76.7874526977539,79.02641296386719,119.76404571533203,107.41791534423828,61.16948699951172,142.8485565185547,142.26260375976562,138.7882843017578,101.83155822753906,75.66192626953125
2020-07-14,86.13610076904297,95.53927612304688,76.79631042480469,79.02641296386719,119.73713684082031,107.40913391113281,61.160804748535156,143.0540008544922,142.3299560546875,138.82899475097656,101.99483489990234,75.75589752197266
2020-07-15,86.13610076904297,95.53927612304688,76.80517578125,79.02641296386719,119.74610900878906,107.37385559082031,61.160804748535156,142.38638305664062,141.94284057617188,137.9574737548828,102.00343322753906,75.7644271850586
2020-07-16,86.13610076904297,95.5306625366211,76.80517578125,79.01779174804688,119.80884552001953,107.45310974121094,61.17815399169922,143.06265258789062,142.3720245361328,138.82086181640625,102.07218170166016,75.81565856933594
2020-07-17,86.13610076904297,95.5306625366211,76.8228988647461,79.02641296386719,119.79093933105469,107.42671966552734,61.18682861328125,142.76295471191406,142.13633728027344,138.3728790283203,102.17534637451172,75.89256286621094
2020-07-20,86.13610076904297,95.53927612304688,76.80517578125,79.02641296386719,119.79093933105469,107.49713897705078,61.19548797607422,143.11395263671875,142.4056396484375,138.74757385253906,102.28704071044922,75.96942901611328
2020-07-21,86.13610076904297,95.53927612304688,76.8228988647461,79.02641296386719,119.87163543701172,107.61161804199219,61.23016357421875,143.1995391845703,142.62448120117188,138.98379516601562,102.34722137451172,76.01213073730469
2020-07-22,86.13610076904297,95.5306625366211,76.81407165527344,79.01779174804688,119.86265563964844,107.64680480957031,61.23016357421875,143.62757873535156,142.76756286621094,139.52137756347656,102.43312072753906,76.11463165283203
2020-07-23,86.13610076904297,95.5306625366211,76.81407165527344,79.02641296386719,119.86265563964844,107.75244140625,61.25619125366211,145.30523681640625,143.66807556152344,141.5821533203125,102.5534896850586,76.1829605102539
2020-07-24,86.13610076904297,95.5306625366211,76.8228988647461,79.01779174804688,119.88057708740234,107.69962310791016,61.247520446777344,145.2967071533203,143.65127563476562,141.8916778564453,102.51911926269531,76.16585540771484
2020-07-27,86.13610076904297,95.53927612304688,76.79631042480469,79.01779174804688,119.79093933105469,107.53236389160156,61.18682861328125,144.75747680664062,143.12940979003906,141.0771484375,102.45035552978516,76.11463165283203
2020-07-28,86.13610076904297,95.53927612304688,76.81407165527344,79.02641296386719,119.92537689208984,107.78766632080078,61.27353286743164,145.75897216796875,143.95419311523438,142.43740844726562,102.51911926269531,76.14881134033203
2020-07-29,86.14038848876953,95.5306625366211,76.83180236816406,79.02641296386719,120.01496887207031,107.9284896850586,61.33420181274414,145.51072692871094,143.93736267089844,142.14418029785156,102.63944244384766,76.26838684082031
2020-07-30,86.13610076904297,95.5306625366211,76.8584213256836,79.01779174804688,120.12254333496094,108.07817840576172,61.39491653442383,146.46945190429688,144.6022491455078,143.2356719970703,102.716796875,76.31110382080078
2020-07-31,86.14038848876953,95.53927612304688,76.8672866821289,79.02641296386719,120.17643737792969,108.10455322265625,61.403564453125,146.37525939941406,144.62741088867188,143.0482940673828,102.75975036621094,76.41355895996094
2020-08-03,86.14128112792969,95.54447174072266,76.86727905273438,79.01779174804688,120.16290283203125,108.05169677734375,61.41659927368164,145.6382598876953,144.18429565429688,141.8509521484375,102.80023956298828,76.3870620727539
2020-08-04,86.14128112792969,95.54447174072266,76.87615203857422,79.02641296386719,120.30648803710938,108.4217300415039,61.503421783447266,147.026611328125,145.17837524414062,143.83837890625,102.99822998046875,76.54962921142578
2020-08-05,86.14128112792969,95.53582763671875,76.85840606689453,79.01779174804688,120.1539306640625,108.06051635742188,61.399253845214844,145.74119567871094,144.20960998535156,141.95681762695312,102.80023956298828,76.44698333740234
2020-08-06,86.14128112792969,95.53582763671875,76.85840606689453,79.01779174804688,120.1718521118164,108.1838607788086,61.425289154052734,146.55526733398438,144.6729736328125,143.28451538085938,102.94658660888672,76.56675720214844
2020-08-07,86.14557647705078,95.53582763671875,76.84952545166016,79.02641296386719,120.08220672607422,107.95480346679688,61.373191833496094,145.57830810546875,143.9569091796875,142.26634216308594,102.82603454589844,76.48117065429688
2020-08-10,86.14128112792969,95.53582763671875,76.83180236816406,79.02641296386719,120.05528259277344,107.84026336669922,61.329795837402344,144.9269561767578,143.6030731201172,141.16673278808594,102.73136138916016,76.39562225341797
2020-08-11,86.14128112792969,95.53582763671875,76.81401062011719,79.01779174804688,119.8758316040039,107.47021484375,61.23430633544922,143.20458984375,142.46572875976562,139.23631286621094,102.44722747802734,76.13038635253906
2020-08-12,86.14557647705078,95.5271987915039,76.79627227783203,79.01779174804688,119.73230743408203,107.1530532836914,61.13011932373047,141.9019775390625,141.43798828125,137.3140106201172,102.24059295654297,75.9335708618164
2020-08-13,86.14557647705078,95.5271987915039,76.78739929199219,79.02641296386719,119.63362884521484,106.93277740478516,61.06937789916992,140.38523864746094,140.4271240234375,135.407958984375,101.86174774169922,75.6854019165039
2020-08-14,86.1498794555664,95.53582763671875,76.79627227783203,79.01779174804688,119.71434020996094,106.98563385009766,61.09540557861328,139.83676147460938,140.19113159179688,134.5608367919922,101.76705932617188,75.599853515625
2020-08-17,86.1498794555664,95.54447174072266,76.80517578125,79.01779174804688,119.7861099243164,107.161865234375,61.147499084472656,140.1881103515625,140.6713104248047,135.09844970703125,101.90481567382812,75.69396209716797
2020-08-18,86.14557647705078,95.53582763671875,76.81401062011719,79.02641296386719,119.8578872680664,107.34685516357422,61.208248138427734,141.19070434570312,141.23568725585938,136.10845947265625,102.05119323730469,75.7966537475586
2020-08-19,86.151611328125,95.53582763671875,76.81401062011719,79.02641296386719,119.7861099243164,107.20589447021484,61.15616226196289,140.3080596923828,140.6629638671875,135.2939453125,101.89620208740234,75.66827392578125
2020-08-20,86.14557647705078,95.53582763671875,76.81401062011719,79.02641296386719,119.8847885131836,107.51427459716797,61.24299621582031,141.57632446289062,141.5812225341797,136.8578338623047,102.07696533203125,75.7966537475586
2020-08-21,86.14557647705078,95.53582763671875,76.80517578125,79.02641296386719,119.9028091430664,107.59355163574219,61.25165557861328,142.4247589111328,142.02769470214844,137.941162109375,102.18034362792969,75.95921325683594
2020-08-24,86.14557647705078,95.53582763671875,76.79627227783203,79.02641296386719,119.83993530273438,107.44379425048828,61.208248138427734,142.193359375,141.71597290039062,137.6886749267578,102.13728332519531,75.87364959716797
2020-08-25,86.1498794555664,95.5271987915039,76.80517578125,79.01779174804688,119.75019073486328,107.18828582763672,61.147499084472656,141.10501098632812,140.97462463378906,136.32843017578125,101.92201232910156,75.72820281982422
2020-08-26,86.13695526123047,95.5271987915039,76.80517578125,79.01779174804688,119.75019073486328,107.14423370361328,61.13881301879883,140.56520080566406,140.57864379882812,135.61973571777344,101.90481567382812,75.6854019165039
2020-08-27,86.1541976928711,95.53582763671875,76.79627227783203,79.01779174804688,119.66050720214844,106.76536560058594,61.060665130615234,138.17428588867188,138.95272827148438,132.5897216796875,101.55180358886719,75.41157531738281
2020-08-28,86.14557647705078,95.54447174072266,76.82288360595703,79.02641296386719,119.82200622558594,106.94158172607422,61.13011932373047,138.07135009765625,138.89376831054688,132.37791442871094,101.6895980834961,75.47146606445312
2020-08-31,86.14557647705078,95.53582763671875,76.84952545166016,79.02641296386719,119.84891510009766,107.05613708496094,61.164825439453125,138.98837280273438,139.34030151367188,133.42051696777344,101.91341400146484,75.69396209716797
2020-09-01,86.13438415527344,95.53065490722656,76.83088684082031,79.02641296386719,119.95306396484375,107.40703582763672,61.2622184753418,140.578125,140.53778076171875,135.61163330078125,102.12467956542969,75.90225982666016
2020-09-02,86.14300537109375,95.53927612304688,76.8397445678711,79.02641296386719,119.98002624511719,107.55692291259766,61.28825378417969,141.91644287109375,141.48236083984375,137.0940704345703,102.33171844482422,76.06514739990234
2020-09-03,86.14730072021484,95.53065490722656,76.83088684082031,79.01779174804688,120.02486419677734,107.697998046875,61.31436538696289,142.31968688964844,141.76902770996094,138.06333923339844,102.35755157470703,76.07368469238281
2020-09-04,86.14730072021484,95.53065490722656,76.80422973632812,79.02641296386719,119.75556182861328,107.09847259521484,61.14924240112305,139.6172637939453,139.82095336914062,134.69117736816406,101.8487319946289,75.62797546386719
2020-09-08,86.14730072021484,95.53065490722656,76.81309509277344,79.02641296386719,119.88125610351562,107.32769775390625,61.21874237060547,140.4750518798828,140.39443969726562,135.69309997558594,101.96085357666016,75.7394027709961
2020-09-09,86.151611328125,95.53065490722656,76.82198333740234,79.01779174804688,119.88125610351562,107.27476501464844,61.20133972167969,140.09764099121094,140.09927368164062,135.000732421875,101.95223236083984,75.68795776367188
2020-09-10,86.14730072021484,95.53065490722656,76.81309509277344,79.01779174804688,119.91717529296875,107.40703582763672,61.25350570678711,140.80979919433594,140.50404357910156,136.0596160888672,101.96085357666016,75.70512390136719
2020-09-11,86.14730072021484,95.53065490722656,76.83088684082031,79.00920104980469,120.02486419677734,107.57451629638672,61.30564880371094,141.11001586914062,140.8750762939453,136.38540649414062,102.08157348632812,75.78224182128906
2020-09-14,86.14730072021484,95.53065490722656,76.82198333740234,79.02641296386719,119.95306396484375,107.47758483886719,61.27956008911133,141.10142517089844,140.80770874023438,136.39356994628906,102.0902328491211,75.78224182128906
2020-09-15,86.14730072021484,95.53065490722656,76.83088684082031,79.00920104980469,119.93510437011719,107.42464447021484,61.25350570678711,140.75823974609375,140.6895751953125,136.0596160888672,102.09883117675781,75.82510375976562
2020-09-16,86.14730072021484,95.53065490722656,76.8397445678711,79.02641296386719,119.90814208984375,107.36293029785156,61.2274169921875,140.33786010742188,140.47877502441406,135.39169311523438,102.0470962524414,75.80796813964844
2020-09-17,86.14730072021484,95.53065490722656,76.82198333740234,79.02641296386719,119.91717529296875,107.39823150634766,61.23610305786133,140.7669219970703,140.67276000976562,135.97816467285156,102.07295989990234,75.80796813964844
2020-09-18,86.14730072021484,95.53065490722656,76.83088684082031,79.00920104980469,119.87227630615234,107.3012466430664,61.21874237060547,140.32928466796875,140.28475952148438,135.45681762695312,101.95223236083984,75.72223663330078
2020-09-21,86.14730072021484,95.53065490722656,76.82198333740234,79.00920104980469,119.94412994384766,107.49517822265625,61.2622184753418,141.0413818359375,140.7738800048828,136.19805908203125,101.96945190429688,75.76509094238281
2020-09-22,86.14730072021484,95.53065490722656,76.8397445678711,79.00920104980469,119.96202850341797,107.49517822265625,61.25350570678711,140.92979431152344,140.7738800048828,136.13291931152344,102.0470962524414,75.7907943725586
2020-09-23,86.14730072021484,95.53065490722656,76.8397445678711,79.00920104980469,119.95306396484375,107.49517822265625,61.27956008911133,141.11859130859375,140.94264221191406,136.2469482421875,101.83149719238281,75.61940002441406
2020-09-24,86.14730072021484,95.53065490722656,76.83088684082031,79.01779174804688,119.97103118896484,107.54808807373047,61.27956008911133,141.65908813476562,141.33050537109375,136.9393310546875,101.8401107788086,75.62797546386719
2020-09-25,86.151611328125,95.53065490722656,76.8397445678711,79.00920104980469,120.02486419677734,107.63626861572266,61.31436538696289,141.65908813476562,141.42327880859375,136.7926788330078,101.87462615966797,75.61940002441406
2020-09-28,86.151611328125,95.53065490722656,76.84867858886719,79.01779174804688,120.01593780517578,107.6186294555664,61.30564880371094,141.25576782226562,141.22930908203125,136.46688842773438,101.96085357666016,75.68795776367188
2020-09-29,86.151611328125,95.53927612304688,76.8397445678711,79.01779174804688,120.06979370117188,107.697998046875,61.34041213989258,141.41880798339844,141.33050537109375,136.51576232910156,101.97813415527344,75.7394027709961
2020-09-30,86.151611328125,95.53065490722656,76.84867858886719,79.00920104980469,119.94412994384766,107.40703582763672,61.25350570678711,140.0632781982422,140.4028778076172,134.8540802001953,101.81423950195312,75.61940002441406
2020-10-01,86.15161895751953,95.54187774658203,76.83087158203125,79.00920104980469,119.96652221679688,107.46792602539062,61.25872039794922,140.29443359375,140.58773803710938,135.20909118652344,101.95416259765625,75.69667053222656
2020-10-02,86.14730834960938,95.5332260131836,76.8397445678711,79.00920104980469,119.92164611816406,107.36204528808594,61.241329193115234,139.77052307128906,140.16563415527344,134.19476318359375,101.85052490234375,75.6451187133789
2020-10-05,86.15502166748047,95.5332260131836,76.8130874633789,79.00920104980469,119.63409423828125,106.68270111083984,61.04121398925781,137.0395050048828,138.13134765625,131.07815551757812,101.52226257324219,75.36178588867188
2020-10-06,86.15161895751953,95.54187774658203,76.8130874633789,79.01779174804688,119.72395324707031,106.92973327636719,61.10212326049805,137.77806091308594,138.7222137451172,131.7653045654297,101.60862731933594,75.46485137939453
2020-10-07,86.15161895751953,95.5332260131836,76.80419158935547,79.00920104980469,119.607177734375,106.62095642089844,61.015098571777344,136.7732696533203,137.85276794433594,130.56280517578125,101.5395278930664,75.36178588867188
2020-10-08,86.15161895751953,95.5332260131836,76.80419158935547,79.00920104980469,119.68804931640625,106.8150405883789,61.084720611572266,137.51182556152344,138.46047973632812,131.69984436035156,101.66912841796875,75.49060821533203
2020-10-09,86.15161895751953,95.5332260131836,76.80419158935547,79.00920104980469,119.64310455322266,106.76210021972656,61.058597564697266,137.48611450195312,138.35086059570312,131.35626220703125,101.69503021240234,75.50776672363281
2020-10-12,86.15161895751953,95.54187774658203,76.82199096679688,79.01779174804688,119.68804931640625,106.8768081665039,61.093406677246094,137.92405700683594,138.70538330078125,132.0025177001953,101.89373016357422,75.619384765625
2020-10-13,86.15161895751953,95.54187774658203,76.8130874633789,79.00920104980469,119.81379699707031,107.11499786376953,61.1804084777832,138.9116973876953,139.42282104492188,133.2704315185547,101.91962432861328,75.67952728271484
2020-10-14,86.15161895751953,95.52459716796875,76.8130874633789,79.00920104980469,119.82280731201172,107.15028381347656,61.1804084777832,139.2294158935547,139.6254425048828,133.76126098632812,101.98011016845703,75.722412109375
2020-10-15,86.15161895751953,95.5332260131836,76.83087158203125,79.00920104980469,119.77786254882812,107.03557586669922,61.154319763183594,138.989013671875,139.4819793701172,133.6630859375,101.89373016357422,75.67952728271484
2020-10-16,86.15161895751953,95.5332260131836,76.82199096679688,79.01779174804688,119.7599105834961,106.97383117675781,61.12823486328125,138.60247802734375,139.19496154785156,133.0413818359375,101.8418960571289,75.619384765625
2020-10-19,86.15161895751953,95.52459716796875,76.82199096679688,79.01779174804688,119.68804931640625,106.79736328125,61.076019287109375,138.07867431640625,138.84881591796875,132.34608459472656,101.72090148925781,75.55068969726562
2020-10-20,86.15161895751953,95.52459716796875,76.8130874633789,79.00920104980469,119.607177734375,106.5679931640625,61.02381134033203,136.76470947265625,137.8697052001953,130.71006774902344,101.63457489013672,75.4218978881836
2020-10-21,86.15161895751953,95.52459716796875,76.8130874633789,79.00920104980469,119.5532455444336,106.42683410644531,60.98897933959961,136.2923126220703,137.53196716308594,130.09654235839844,101.51361083984375,75.33604431152344
2020-10-22,86.15161895751953,95.52459716796875,76.78646087646484,79.01779174804688,119.40951538085938,106.05628204345703,60.87590789794922,134.8752899169922,136.3924102783203,128.2969207763672,101.33224487304688,75.20724487304688
2020-10-23,86.1559066772461,95.52459716796875,76.7953109741211,79.01779174804688,119.45442199707031,106.2062759399414,60.91944122314453,135.6997528076172,136.9665069580078,129.2376251220703,101.47905731201172,75.30169677734375
2020-10-26,86.1559066772461,95.52459716796875,76.80419158935547,79.01779174804688,119.56221771240234,106.48861694335938,61.00642776489258,136.96221923828125,137.93722534179688,131.0372314453125,101.61727905273438,75.41331481933594
2020-10-27,86.1559066772461,95.52459716796875,76.80419158935547,79.00920104980469,119.6700668334961,106.726806640625,61.058597564697266,137.8811492919922,138.57025146484375,132.14976501464844,101.85052490234375,75.59363555908203
2020-10-28,86.1559066772461,95.52459716796875,76.80419158935547,79.00920104980469,119.6700668334961,106.71800231933594,61.058597564697266,138.00991821289062,138.6631622314453,132.51785278320312,101.70365905761719,75.49060821533203
2020-10-29,86.1559066772461,95.5332260131836,76.82199096679688,79.01779174804688,119.51731872558594,106.26802062988281,60.95418930053711,136.6702423095703,137.5066680908203,130.64463806152344,101.52226257324219,75.32748413085938
2020-10-30,86.1559066772461,95.54187774658203,76.8130874633789,79.01779174804688,119.41849517822266,105.9239501953125,60.867218017578125,135.32180786132812,136.45997619628906,128.7958984375,101.24581909179688,75.19866180419922
2020-11-02,86.16024017333984,95.52201080322266,76.81220245361328,79.01779174804688,119.4382553100586,106.10582733154297,60.88899230957031,136.3355255126953,137.07681274414062,130.3419647216797,101.42926025390625,75.30274963378906
2020-11-03,86.1559066772461,95.53926849365234,76.7944107055664,79.01779174804688,119.37528991699219,105.86742401123047,60.845455169677734,135.54457092285156,136.40927124023438,129.18038940429688,101.38597869873047,75.2855224609375
2020-11-04,86.1559066772461,95.52201080322266,76.81220245361328,79.00920104980469,119.74394989013672,106.75908660888672,61.08930206298828,138.48486328125,138.39480590820312,132.64053344726562,102.06090545654297,75.80158233642578
2020-11-05,86.1559066772461,95.53064727783203,76.7944107055664,79.01779174804688,119.71694946289062,106.74143981933594,61.08930206298828,138.72555541992188,138.9692840576172,133.23770141601562,102.1561050415039,75.8790283203125
2020-11-06,86.1559066772461,95.53064727783203,76.80329132080078,79.00920104980469,119.57312774658203,106.3794937133789,60.976078033447266,137.04904174804688,137.69357299804688,131.1927032470703,101.93115234375,75.70701599121094
2020-11-09,86.16024017333984,95.52201080322266,76.77664184570312,79.01779174804688,119.21341705322266,105.5937728881836,60.73221969604492,134.1689453125,135.44613647460938,127.42164611816406,101.4552230834961,75.35431671142578
2020-11-10,86.1559066772461,95.52201080322266,76.76774597167969,79.00920104980469,119.07860565185547,105.29360961914062,60.62769317626953,133.39520263671875,134.82081604003906,126.7344970703125,101.29084014892578,75.20811462402344
2020-11-11,86.1559066772461,95.53064727783203,76.74998474121094,79.00920104980469,119.13253784179688,105.46134185791016,60.68864822387695,133.87667846679688,135.19264221191406,127.20895385742188,101.35139465332031,75.25969696044922
2020-11-12,86.1559066772461,95.53064727783203,76.75885009765625,79.00920104980469,119.3932876586914,106.06168365478516,60.87158203125,136.15492248535156,136.86550903320312,130.14561462402344,101.77537536621094,75.50917053222656
2020-11-13,86.1559066772461,95.53064727783203,76.75885009765625,79.01779174804688,119.3393325805664,105.92042541503906,60.819339752197266,135.97445678710938,136.6712188720703,129.85931396484375,101.79268646240234,75.53495788574219
2020-11-16,86.1559066772461,95.53064727783203,76.77664184570312,79.01779174804688,119.32137298583984,105.8409652709961,60.810604095458984,135.64776611328125,136.43466186523438,129.45851135253906,101.7840576171875,75.57796478271484
2020-11-17,86.1559066772461,95.53064727783203,76.76774597167969,79.01779174804688,119.4382553100586,106.1146240234375,60.880271911621094,136.53321838378906,137.220458984375,130.43194580078125,101.99173736572266,75.70701599121094
2020-11-18,86.16024017333984,95.53064727783203,76.76774597167969,79.01779174804688,119.40227508544922,106.07933044433594,60.880271911621094,136.92872619628906,137.32174682617188,131.08633422851562,102.06090545654297,75.79297637939453
2020-11-19,86.1559066772461,95.53064727783203,76.7855224609375,79.01779174804688,119.44723510742188,106.19408416748047,60.906402587890625,137.63369750976562,137.91319274902344,132.0106964111328,102.25127410888672,75.94783020019531
2020-11-20,86.1559066772461,95.53064727783203,76.7944107055664,79.01779174804688,119.51022338867188,106.3794937133789,60.9499626159668,138.85447692871094,138.83419799804688,133.54037475585938,102.35511016845703,76.0166244506836
2020-11-23,86.16024017333984,95.53064727783203,76.7944107055664,79.01779174804688,119.45625305175781,106.16758728027344,60.91511535644531,138.2183074951172,138.2849884033203,132.72235107421875,102.32917022705078,75.9564208984375
2020-11-24,86.16024017333984,95.53064727783203,76.80329132080078,79.01779174804688,119.4202880859375,105.99984741210938,60.88899230957031,136.84278869628906,137.37245178222656,131.13540649414062,102.19071960449219,75.8790283203125
2020-11-25,86.15162658691406,95.53064727783203,76.81220245361328,79.00920104980469,119.44723510742188,106.0351791381836,60.906402587890625,136.42149353027344,137.23727416992188,130.5382843017578,102.1561050415039,75.84458923339844
2020-11-27,86.16024017333984,95.53926849365234,76.81220245361328,79.01779174804688,119.57312774658203,106.35299682617188,60.993465423583984,137.74546813964844,138.14979553222656,131.96160888671875,102.32917022705078,76.00802612304688
2020-11-30,86.16024017333984,95.52201080322266,76.8299789428711,79.00920104980469,119.5910415649414,106.28235626220703,60.98482131958008,137.57357788085938,137.90472412109375,131.91253662109375,102.46758270263672,76.11125183105469
2020-12-01,86.15592193603516,95.52375030517578,76.78820037841797,79.00311279296875,119.33919525146484,105.71697998046875,60.81041717529297,135.54505920410156,136.3541259765625,129.42576599121094,102.14342498779297,75.88124084472656
2020-12-02,86.15592193603516,95.52375030517578,76.80597686767578,79.01177978515625,119.31224060058594,105.54034423828125,60.78426742553711,134.46932983398438,135.4636993408203,127.95335388183594,102.03073120117188,75.75198364257812
2020-12-03,86.16024017333984,95.52375030517578,76.82376861572266,79.01177978515625,119.4471664428711,105.8230209350586,60.87145233154297,135.55372619628906,136.31137084960938,129.409423828125,102.2041015625,75.89844512939453
2020-12-04,86.16024017333984,95.53237915039062,76.81486511230469,79.0203857421875,119.30317687988281,105.40778350830078,60.75813674926758,133.5655975341797,134.75294494628906,126.83267974853516,101.92674255371094,75.70030212402344
2020-12-07,86.15592193603516,95.53237915039062,76.8326416015625,79.00311279296875,119.46514129638672,105.73466491699219,60.862728118896484,134.77053833007812,135.66920471191406,128.38690185546875,102.08272552490234,75.80368041992188
2020-12-08,86.15592193603516,95.52375030517578,76.81486511230469,79.00311279296875,119.49213409423828,105.84068298339844,60.88018035888672,135.40740966796875,136.16575622558594,129.1067352294922,102.09140014648438,75.82954406738281
2020-12-09,86.15592193603516,95.53237915039062,76.80597686767578,79.00311279296875,119.4111328125,105.69049835205078,60.83656311035156,134.95985412597656,135.86610412597656,128.49322509765625,101.94405364990234,75.70030212402344
